type,event,year,abbreviation,nameEn,nameFr,address,representative,comments,source1,source2,officeType,currentStateName,previousStateName
NGO,,1970,FIIG,Federation of Semi-official and Private International Organisations in Geneva,Fédération des institutions internationales semi-officielles et privées établies à Genève,"c/o ICVA 7, avenue de la Paix",,,YB1970-71,,,,
NGO,,1974,FIIG,Federation of Semi-official and Private International Organisations in Geneva,Fédération des institutions internationales semi-officielles et privées établies à Genève,"c/o ICVA 7, avenue de la Paix",,,YB1974,,,,
NGO,,1970,,Federation of International Music Competitions,,Palais Eynard,,,YB1970-71,,,,
NGO,,1974,,Federation of International Music Competitions,,Palais Eynard,,,YB1974,,,,
NGO,,1970,,Federation of World Health Foundations,,avenue Appia,,,YB1970-71,,,,
NGO,,1974,,Federation of World Health Foundations,,avenue Appia,,,YB1974,,,,
NGO,,1970,,Foundation for the Peoples of the South Pacific,,"5, chemin Malcombe",,,YB1970-71,,Regional Secretariat,,
NGO,,1971,,,Fondation pour le réarmement moral,"1-3, rue de Varambé",,(centre Caux) founded in 1938,https://archives.ungeneva.org/fondation-pour-le-rearmement-moral-world-assembly-for-moral-re-armament-caux/download?token=8ff222960d56b7853275385b6b38b319a4528028b4193295667407b646d0a6b6,,,,
NGO,,1970,,,Fondation pour le réarmement moral,"1-3, rue de Varambé",,,https://archives.ungeneva.org/fondation-pour-le-rearmement-moral-world-assembly-for-moral-re-armament-caux/download?token=8ff222960d56b7853275385b6b38b319a4528028b4193295667407b646d0a6b7,,,,
NGO,,1969,,,Fondation pour le réarmement moral,"1-3, rue de Varambé",,,https://archives.ungeneva.org/fondation-pour-le-rearmement-moral-world-assembly-for-moral-re-armament-caux/download?token=8ff222960d56b7853275385b6b38b319a4528028b4193295667407b646d0a6b8,,,,
NGO,,1970,,Information Service of the European Communities,,"72, rue de Lausanne",,,YB1970-71,,,,
NGO,,1970,,Inter-Cultural Cooperation Association,,"91, rue de Servette",,,YB1970-71,,,,
NGO,,1952,,Institute of International Law,,"1, avenue de la Grenade",PR - Paul Guggenheim,,https://archives.ungeneva.org/institute-of-international-law-paris/download?token=29a570016a77a980d046acf0afd664232de69758a4de0045ca45065d3253ea56,,,,
NGO,,1954,,Institute of International Law,Institut de droit international,"1, avenue de la Grenade",PR,,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f56,,,,
NGO,,1956,,Institute of International Law,Institut de droit international,"1, avenue de la Grenade",PR,ECOSOC consultative,https://digitallibrary.un.org/record/3812432?ln=en&v=pdf,,,,
NGO,,1958,,Institute of International Law,Institut de droit international,,PR,,YB1958-59,,,,
NGO,,1970,,"Inter-Governmental Committee of the International Convention of Rome for the Protection of Performers, producers of Phonograms and Broadcasting Organizations",,"30, chemin des Colombettes",,,YB1970-71,,,,
NGO,,1947,IAF,International Abolitionist Federation,Fédération abolitioniste internationale,"37, quai Wilson",,Obs. ECOSOC,https://digitallibrary.un.org/record/820318?ln=en&v=pdf,,,,
NGO,,1948,IAF,International Abolitionist Federation,Fédération abolitioniste internationale,"37, quai Wilson",,,https://digitallibrary.un.org/record/820291?ln=en&v=pdf,,,,
NGO,,1949,IAF,International Abolitionist Federation,Fédération abolitioniste internationale,"37, quai Wilson",,,YB1949,,,,
NGO,,1950,IAF,International Abolitionnist Federation,Fédération abolitioniste internationale,"37, quai Wilson",,ECOSOC consultative,https://digitallibrary.un.org/record/1639611?ln=en&v=pdf,,,,
NGO,,1952,IAF,International Abolitionnist Federation,Fédération abolitioniste internationale,"37, quai Wilson",,,https://archives.ungeneva.org/ngos-general-ngos-and-the-commission-on-the-status-of-women/download?token=c0ece8012e3fbe9de8194def44970c27b3608b2f42b41c3a1746cfcbc7313c81,,,,
NGO,,1954,IAF,International Abolitionist Federation,Fédération abolitioniste internationale,"37, quai Wilson",,,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f12,,,,
NGO,,1956,IAF,International Abolitionist Federation,Fédération abolitioniste internationale,"37, quai Wilson",,ECOSOC consultative,https://digitallibrary.un.org/record/3812432?ln=en&v=pdf,,,,
NGO,,1958,IAF,International Abolitionist Federation,Fédération abolitioniste internationale,"1, rue de Varambé",,,YB1958-59,,,,
NGO,,1964,IAF,International Abolitionist Federation,Fédération abolitioniste internationale,"1, rue de Varambé",,,YB1964-65,,,,
NGO,,1970,IAF,International Abolitionist Federation,Fédération abolitioniste internationale,"1, rue de Varambé",,,YB1970-71,,,,
NGO,,1970,,International Academy of Heraldry,,"5, rue Robert de Traz",,,YB1970-71,,,,
NGO,,1970,,International Academy of Management,,"1-3, rue de Varambé",,,YB1970-71,,,,
NGO,,1974,,International Academy of Management,,"1-3, rue de Varambé",,,YB1974,,,,
NGO,,1970,IATA,International Air Transport Association,,Airport,,,YB1970-71,,,,
NGO,,1974,IACA,International Air Carrier Association ,,Airport,,,YB1974,,,,
NGO,,1958,,International Academy of Ceramics,Académie internationale de la céramique,,,,YB1958-59,,,,
NGO,,1959,,International Academy of Ceramics,Académie internationale de la céramique,rue Charles Galland (MAH),,,https://archives.ungeneva.org/conferences-of-ngos-conference-des-ngo-dotes-du-statut-consultatif-qui-s-emploient-a-eliminer-les-prejuges-et-la-discrimination-2/download?token=b54290aa6318bac8faf2a7f20a9c55a2e4cd7d60fd0a861c56e8ecee24e27d84,,,,
NGO,,1964,,International Academy of Ceramics,Académie internationale de la céramique,rue Charles Galland (MAH),,,YB1964-65,,,,
NGO,,1958,,International Association for Mutual Assistance,Association internationale de la mutualité,,,,YB1958-59,,,,
NGO,,1964,,International Association for Mutual Assistance,Association internationale de la mutualité,"8-10, rue de Hesse",,,YB1964-65,,Secretariat,,
NGO,,1970,,International Association for Mutual Assistance,,"8-10, rue de Hesse",,,YB1970-71,,,,
NGO,,1970,AIIC,International Association of Conference Interpreters,Association internationale des interprètes de conférence,"14, rue de l'Ancien Port",,Founded in Paris in 1953,YB1970-71,,,,
NGO,,1972,AIIC,International Association of Conference Interpreters,Association internationale des interprètes de conférence,"14, rue de l'Ancien Port",,,https://archives.ungeneva.org/ngos-preliminary-requests-for-consultation-status/download?token=ef8cf286f34460c1bf1e675edea2b8d91c736a6aac68ac8ea46c6ed13e453b5e,,,,
NGO,,1974,AIIC,International Association of Conference Interpreters,Association internationale des interprètes de conférence,"14, rue de l'Ancien Port",,,,,,,
NGO,,1970,,International Association of Conference Translators,,"24, avenue Krieg",,,YB1970-71,,,,
NGO,,1970,,International Association of Crafts and Small and Medium-Sized Enterprises,,"98, rue de Saint-Jean",,,YB1970-71,,,,
NGO,,1974,,International Association of Crafts and Small and Medium-Sized Enterprises,,"98, rue de Saint-Jean",,,YB1974,,,,
NGO,,1974,,Interntational Association for Mutual Assistance,Association internationale de la Mutualité,"8-10, rue de Hesse",,,YB1974,,,,
NGO,,1950,,International Sociological Association,Association internationale de sociologie,"2, rue de Candolle",RP - prof. André Maday,,,,,,
NGO,,1954,,International Sociological Association,Association internationale de sociologie,"2, rue de Candolle",RP,,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f50,,,,
NGO,,1967,,International Sociological Association,Association internationale de sociologie,case postale - Acacias,,,,,,,
NGO,,1970,,International Baccalaureate Office,,"12, Chemin Rieu",,,YB1970-71,,,,
NGO,,1974,,International Baccalaureate Office,,"1, rue Albert Gros",,,YB1974,,,,
NGO,,1964,,International Association for the Promotion and Protection of Private Foreign Investments,Association internationale d'études pour la promotion et le protection des investissements privés en territoires étrangers,"92, rue du Rhône",,,YB1964-65,https://archives.ungeneva.org/ngos-preliminary-requests-for-consultation-status-3/download?token=a89e624d89efe7e9da10ea6d27ea3a86359a0e73a8a5ca3d443538285f37a803,,,
NGO,,1948,,International Bureau for the Unification of Penal Law,Bureau international pour l'unification du droit pénal,"31, rue de l'Athénée",,,https://digitallibrary.un.org/record/820291?ln=en&v=pdf,,,,
NGO,,1950,,International Bureau for the Unification of Penal Law,Bureau international pour l'unification du droit pénal,"31, rue de l'Athénée",,ECOSOC consultative,https://digitallibrary.un.org/record/1639611?ln=en&v=pdf,,,,
NGO,,1952,,,Bureau international pour l'unification du droit pénal,"31, rue de l'Athénée",PR- Jean Graven,,https://archives.ungeneva.org/correspondence-with-and-concerning-international-penal-law-association/download?token=259011f1a68eb7aa3bf2b238bc04dbd05c475b54aff1da8d349fbce5c3f22ff4,,,,
NGO,,1949,,International Humanitarian Bureau,Bureau international humanitaire zoophile,"4/6, cour Saint-Pierre",,,YB1949,,,,
NGO,,1948,,International Protestant Loan Association,Association protestante internationale de prêts,"17, route de Malagnou",,,https://archives.ungeneva.org/correspondence-with-and-concerning-the-commission-of-the-churches-on-international-affairs-of-the-world-council-of-churches-conseil-oecumenique-also-foyer-john-knox-oecumpical-inistitute/download?token=5f080e3ee9bc1c106d03a040d9c1ebcd7f4322bb4824ec891fe1998e73e03653,,,,
NGO,,1949,,International Protestant Loan Association,Association protestante internationale de prêts,"17, route de Malagnou",,,YB1949,,,,
NGO,,1948,,International Association of Penal Law,Association internationale de droit pénal,"31, rue de l'Athénée",Address Jean Graven,,,,,,
NGO,,1953,,International Association of Penal Law,Association internationale de droit pénal,"31, rue de l'Athénée",,,,,,,
NGO,,1954,,International Association of Penal Law,Association internationale de Droit pénal et de la Société internationale de défense sociale,"157, route de Florissant",PR - Max Habicht,,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f45,,,,
NGO,,1954,,International Association of Penal Law,Association internationale de droit pénal,"157, route Florissant",PR - Max Habicht,,,,,,
NGO,,1955,,International Association of Penal Law,Association internationale de droit pénal,"157, route de Florissant",PR - Max Habicht,,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f4,,,,
NGO,,1957,,International Association of Penal Law,Association internationale de droit pénal,"31, rue de l'Athénée",,,,,,,
NGO,,1958,,International Association of Penal Law,Association internationale de droit pénal,"157, route Florissant",PR - Max Habicht,,YB1958-59,,,,
NGO,,1963,,International Association of Penal Law,Association internationale de droit pénal,Thonex,,,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1964,,International Association of Penal Law,Association internationale de droit pénal,"157, route Florissant",PR - Max Habicht,,YB1964-65,,,,
NGO,,1964,,International Association of Penal Law,Association inetrnationale de droit pénal,"157, route de Florissant",PR - Max Habicht,,YB1964-65,,,,
NGO,,1965,,International Association of Penal Law,Association inetrnationale de droit pénal,"157, route de Florissant",PR - Max Habicht,,,,,,
NGO,,1971,,International Association of Penal Law,Association inetrnationale de droit pénal,"2, place Reverdin",Pr- Roland Berger,,,,,,
NGO,,1973,,International Association of Penal Law,Association inetrnationale de droit pénal,"34, boulvard Saint-Georges",Pr- Roland Berger,,,,,,
NGO,,1964,,*,Association internationale des étudiants en sciences économiques et commerciales,"5, avenue de Champel",,,YB1964-65,https://archives.ungeneva.org/international-cooperation-year-ngos/download?token=dc72af93c28c4b822bb27faa5f6a05adefb059123ae34fd30c6921c020923372,,,
NGO,,1958,,International Bureau of Differential Anthropology,Bureau international d'anthropologie différentielle,,,,YB1958-59,,,,
NGO,,1964,,International Bureau of Differential Anthropology,Bureau international d'anthropologie différentielle,"20, rue de l'école de médecine (UNIGE)",,,YB1964-65,,,,
NGO,,1970,,International Bureau of Differential Anthropology,Bureau international d'anthropologie différentielle,"20, rue de l'école de médecine (UNIGE)",,,YB1970-71,,,,
NGO,,1974,,International Bureau of Differential Anthropology,Bureau international d'anthropologie différentielle,"20, rue de l'école de médecine (UNIGE)",,,YB1974,,,,
NGO,,1949,,,Bureau international Baha'i,"6, cours des Bastions",,,YB1949,,,,
NGO,,1958,,International Catholic Institute for Social Research,,,,,YB1958-59,,,,
NGO,,1959,,International Catholic Child Bureau,Bureau international catholique de l'enfance,"2, place Longemalle",PR - Odille Roullet,first address in Gva,https://archives.ungeneva.org/ngos-international-catholic-child-bureau-paris-bureau-international-catholique-de-l-enfance/download?token=27c718c2ed63d6c706e3192b6b317da1b9e38329e848cd3f7eb26dcf9d434952,,,,
NGO,,1963,,International Catholic Child Bureau,Bureau international catholique de l'enfance,"2, place Longemalle",,card UNOG,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1964,,International Catholic Child Bureau,Bureau international catholique de l'enfance,"2, place Longemalle",PR,,YB1964-65,,,,
NGO,,1965,,International Catholic Child Bureau,Bureau international catholique de l'enfance,"2, place Longemalle",,,https://archives.ungeneva.org/passes-and-visas-for-non-governmental-organizations/download?token=66c6814d18c1c5bef9e3ebb4d74a30a11eac48848aa155267bde4387da7a5dde,,,,
NGO,,1966,,International Catholic Child Bureau,Bureau international catholique de l'enfance,"2, place Longemalle",PR,,https://archives.ungeneva.org/ngos-international-catholic-child-bureau-paris-bureau-international-catholique-de-l-enfance/download?token=27c718c2ed63d6c706e3192b6b317da1b9e38329e848cd3f7eb26dcf9d434952,,,,
NGO,,1968,,International Catholic Child Bureau,Bureau international catholique de l'enfance,"65, rue de Lausanne",,,https://archives.ungeneva.org/ngos-international-catholic-child-bureau-paris-bureau-international-catholique-de-l-enfance/download?token=27c718c2ed63d6c706e3192b6b317da1b9e38329e848cd3f7eb26dcf9d434952,,,,
NGO,,1970,,International Catholic Child Bureau,Bureau international catholique de l'enfance,"65, rue de Lausanne",,,https://archives.ungeneva.org/ngos-international-catholic-child-bureau-paris-bureau-international-catholique-de-l-enfance/download?token=27c718c2ed63d6c706e3192b6b317da1b9e38329e848cd3f7eb26dcf9d434952,,,,
NGO,,1974,,International Catholic Child Bureau,Bureau international catholique de l'enfance,"65, rue de Lausanne",,,YB1974,,,,
NGO,,1952,ICMC,International Catholic Migration Commission,Commission internationale catholique pour les migrations,"9, rue du Prince",,Est.1952,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f19,,,,
NGO,,1954,ICMC,International Catholic Migration Commission,Commission internationale catholique pour les migrations,"9, rue du Prince",,,https://archives.ungeneva.org/lists-of-non-governmental-organizations/download?token=e58903d4fdb1e566ca5ebaac4a20b344b7f4c2b956d8f6102d69e88bad9e19f20,,,,
NGO,,1956,ICMC,International Catholic Migration Commission,Commission internationale catholique pour les migrations,"11, rue de Cornavin",,ECOSOC Consultative,https://digitallibrary.un.org/record/3812432?ln=en&v=pdf,,,,
