year,filterOrgCategory,filterRegion,filterAffiliation,filterIOType,nameEN,nameFR,addressOSM,addressInfoboxDisplay,locationBuilding,city,country,representativeName,representativeGender,event,note1,note2,source1,source2,photos
2000,Permanent Representation,Cross-regional Members,,,Arab League,Ligue Arabe,"9, Rue du Valais",,,Genève,Switzerland,Saad Alfarargi,,,,,B2000_april,,
1935,Permanent Representation,South America,,,Argentina,Argentine,"13, Avenue de Champel",,,Genève,Switzerland,Enrique Ruiz-Guiñazú,,,Permanent Delegation of Argentina opens in Geneva. Ruiz-Guinazu is Appointed Permanent Delegate,,https://archives.ungeneva.org/communications-avec-le-gouvernement-argentin/download,,
1936,Permanent Representation,South America,,,Argentina,Argentine,"13, Avenue de Champel",,,Genève,Switzerland,Enrique Ruiz-Guiñazú,,,,,no,,
1937,Permanent Representation,South America,,,Argentina,Argentine,"13, Avenue de Champel",,,Genève,Switzerland,Enrique Ruiz-Guiñazú,,,,,no,,
1938,Permanent Representation,South America,,,Argentina,Argentine,"30, Rue de Contamines",,,Genève,Switzerland,Enrique Ruiz-Guiñazú,,addressChange,New address (October 1938),,https://archives.ungeneva.org/communications-avec-le-gouvernement-argentin/download,https://archives.ungeneva.org/communications-avec-le-gouvernement-argentin/download?token=dfbf450341fd8485f1508b4a006fd09be92019ea7de2ce48a6809c9ec1afe189,
1939,Permanent Representation,South America,,,Argentina,Argentine,"30, Rue de Contamines",,,Genève,Switzerland,Carlos A. Pardo,,representativeChange,"Appointed ""Chef du bureau permanent de l'Argentine"" - ""Jefe de la Oficina Permanente de la Republica Argentina""",,https://archives.ungeneva.org/communications-avec-le-gouvernement-argentin/download,,
1939,Permanent Representation,South America,,,Argentina,Argentine,"8, Route de Florissant",,,Genève,Switzerland,Carlos A. Pardo,,addressChange,New address (October 1939),,https://archives.ungeneva.org/communications-avec-le-gouvernement-argentin/download,,
1940,Permanent Representation,South America,,,Argentina,Argentine,"34, Quai du Général-Guisan","Hotel Metropole, Grand Quai",Hotel Métropole,Genève,Switzerland,Carlos A. Pardo,,addressChange,New Address (May 1940) - PM closed,Grand Quai becomes Quai du Général-Guisan,https://archives.ungeneva.org/communications-avec-le-gouvernement-argentin/download,,
1952,Permanent Representation,South America,,,Argentina,Argentine,"8, Rue du Vieux-Collège",,,Genève,Switzerland,Andres Mauricio Lescure,,addressChange,Non-member states,,UN Archives,,
1952,Permanent Representation,South America,,,Argentina,Argentine,"8, Rue du Vieux-Collège",,,Genève,Switzerland,Andres Mauricio Lescure,,representativeChange,Non-member states,,UN Archives,,
1953,Permanent Representation,South America,,,Argentina,Argentine,"8, Rue du Vieux-Collège",,,Genève,Switzerland,Juan Carlos Beltramino,,representativeChange,,,UN Archives,,
1954,Permanent Representation,South America,,,Argentina,Argentine,"3, Rue de Chantepoulet",,,Genève,Switzerland,Juan Carlos Beltramino,,addressChange,,,UN Archives,,
1955,Permanent Representation,South America,,,Argentina,Argentine,"3, Rue de Chantepoulet",,,Genève,Switzerland,Mario Raul Pico,,representativeChange,,,B1955,,
1956,Permanent Representation,South America,,,Argentina,Argentine,"3, Rue de Chantepoulet",,,Genève,Switzerland,Raul C. Migone,,representativeChange,Appointed in 1956,,B1956_June_Dec,,
1957,Permanent Representation,South America,,,Argentina,Argentine,"3, Rue de Chantepoulet",,,Genève,Switzerland,Raul C. Migone,,,,,B1957_June_Dec,,
1958,Permanent Representation,South America,,,Argentina,Argentine,"3, Rue de Chantepoulet",,,Genève,Switzerland,Andrés Lescure,,representativeChange,Mario Raul Pico Appointed PR,,B1958_June_Dec,,
1959,Permanent Representation,South America,,,Argentina,Argentine,"3, Rue de Chantepoulet",,,Genève,Switzerland,Mario Raul Pico,,representativeChange,,,B1959_June_Dec,,
1960,Permanent Representation,South America,,,Argentina,Argentine,"3, Rue de Chantepoulet",,,Genève,Switzerland,Mario Raul Pico,,,,,B1960_June_Dec,,
1961,Permanent Representation,South America,,,Argentina,Argentine,"3, Rue de Chantepoulet",,,Genève,Switzerland,Mario Raul Pico,,,,,,,
1962,Permanent Representation,South America,,,Argentina,Argentine,"3, Rue de Chantepoulet",,,Genève,Switzerland,Raul C. Migone,,representativeChange,Appointed August,,B1962_Jun_Dec,,
1963,Permanent Representation,South America,,,Argentina,Argentine,"3, Rue de Chantepoulet",,,Genève,Switzerland,Raul C. Migone,,,,,B1963_Jun_Dec,,
1964,Permanent Representation,South America,,,Argentina,Argentine,"3, Rue de Chantepoulet",,,Genève,Switzerland,Raul C. Migone,,,,,B1964_Jun_Dec,,
1965,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Roberto Antonio Billinghurst,,addressChange,"Appointed June, moves before June",,B1965_Jun_Dec,,
1965,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Roberto Antonio Billinghurst,,representativeChange,"Appointed June, moves before June",,B1965_Jun_Dec,,
1966,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Mme Ana Maria Zaefferer de Goyeneche,Woman,representativeChange,Appointed September,,B1966_Jun_Dec,,
1967,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Mme Ana Maria Zaefferer de Goyeneche,Woman,,,,B1967_June_Dec,,
1968,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Mme Ana Maria Zaefferer de Goyeneche,Woman,,,,B1968_June_Dec,,
1969,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Mme Ana Maria Zaefferer de Goyeneche,Woman,,,,B1969_Oct_Jan1970_(Dec missing),,
1970,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Mme Ana Maria Zaefferer de Goyeneche,Woman,,,,B1970_July_1971_Jan_1972_Apr,,
1971,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Mme Ana Maria Zaefferer de Goyeneche,Woman,,,,B1970_July_1971_Jan_1972_Apr,,
1972,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Mme Ana Maria Zaefferer de Goyeneche,Woman,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1973,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,vacant,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1974,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Gabriel O. Martinez,,representativeChange,Appointed May,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1975,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Gabriel O. Martinez,,,,,B1975,,
1976,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Gabriel O. Martinez,,,,,,,
1977,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Gabriel O. Martinez,,,,,B1977_Aug_1978_jan_jul,,
1978,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Gabriel O. Martinez,,,,,B1977_Aug_1978_jan_jul,,
1979,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Gabriel O. Martinez,,,,,B1979_jan_dec,,
1980,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Gabriel O. Martinez,,,,,B1980_jan,,
1981,Permanent Representation,South America,,,Argentina,Argentine,"93, Rue de la Servette",,,Genève,Switzerland,Gabriel O. Martinez,,,,,AG1981,,
1982,Permanent Representation,South America,,,Argentina,Argentine,"110, Avenue Louis-Casaï, Cointrin, Meyrin",,,Genève,Switzerland,Gabriel O. Martinez,,addressChange,,,B1982_jan,,
1983,Permanent Representation,South America,,,Argentina,Argentine,"110, Avenue Louis-Casaï, Cointrin, Meyrin",,,Genève,Switzerland,Gabriel O. Martinez,,,,,B1983_jan,,
1984,Permanent Representation,South America,,,Argentina,Argentine,"110, Avenue Louis-Casaï, Cointrin, Meyrin",,,Genève,Switzerland,Osvaldo López Noguerol,,representativeChange,Appointed May,,B1985_jan,,
1985,Permanent Representation,South America,,,Argentina,Argentine,"110, Avenue Louis-Casaï, Cointrin, Meyrin",,,Genève,Switzerland,Osvaldo López Noguerol,,,,,B1985_jan,,
1986,Permanent Representation,South America,,,Argentina,Argentine,"110, Avenue Louis-Casaï, Cointrin, Meyrin",,,Genève,Switzerland,Leopoldo Tettamanti,,representativeChange,Appointed March,,,,
1987,Permanent Representation,South America,,,Argentina,Argentine,"110, Avenue Louis-Casaï, Cointrin, Meyrin",,,Genève,Switzerland,Leopoldo Tettamanti,,,,,B1987_jan,,
1988,Permanent Representation,South America,,,Argentina,Argentine,"110, Avenue Louis-Casaï, Cointrin, Meyrin",,,Genève,Switzerland,Leopoldo Tettamanti,,,,,B1988_jan,,
1989,Permanent Representation,South America,,,Argentina,Argentine,"110, Avenue Louis-Casaï, Cointrin, Meyrin",,,Genève,Switzerland,Leopoldo Tettamanti,,,,,B1989_jan,,
1990,Permanent Representation,South America,,,Argentina,Argentine,"10, Route de l'Aéroport",,,Genève,Switzerland,Leopoldo Tettamanti,,addressChange,,,B1990_mar,,
1991,Permanent Representation,South America,,,Argentina,Argentine,"10, Route de l'Aéroport",,,Genève,Switzerland,Juan Archibaldo Lanus,,representativeChange,Appointed July,,no,,
1992,Permanent Representation,South America,,,Argentina,Argentine,"10, Route de l'Aéroport",,,Genève,Switzerland,Juan Archibaldo Lanus,,,,,no,,
1993,Permanent Representation,South America,,,Argentina,Argentine,"10, Route de l'Aéroport",,,Genève,Switzerland,Juan Archibaldo Lanus,,,,,no,,
1994,Permanent Representation,South America,,,Argentina,Argentine,"10, Route de l'Aéroport",,,Genève,Switzerland,Juan Carlos Sanchez Arnau,,representativeChange,Appointed February,,B1994_april,,
1995,Permanent Representation,South America,,,Argentina,Argentine,"10, Route de l'Aéroport",,,Genève,Switzerland,Juan Carlos Sanchez Arnau,,,,,no,,
1996,Permanent Representation,South America,,,Argentina,Argentine,"10, Route de l'Aéroport",,,Genève,Switzerland,Juan Carlos Sanchez Arnau,,,,,no,,
1997,Permanent Representation,South America,,,Argentina,Argentine,"10, Route de l'Aéroport",,,Genève,Switzerland,Juan Carlos Sanchez Arnau,,,,,no,,
1998,Permanent Representation,South America,,,Argentina,Argentine,"10, Route de l'Aéroport",,,Genève,Switzerland,Juan Carlos Sanchez Arnau,,,,,no,,
1999,Permanent Representation,South America,,,Argentina,Argentine,"10, Route de l'Aéroport",,,Genève,Switzerland,Juan Carlos Sanchez Arnau,,,,,no,,
2000,Permanent Representation,South America,,,Argentina,Argentine,"10, Route de l'Aéroport",,,Genève,Switzerland,Juan Carlos Sanchez Arnau,,,,,B2000_april,,
1994,Permanent Representation,Western Asia,,,Armenia,Arménie,"64, Route de Troinex",,,Genève,Switzerland,Achot Melik-Channazarian,,,Appointed August,,no,,
1995,Permanent Representation,Western Asia,,,Armenia,Arménie,"64, Route de Troinex",,,Genève,Switzerland,Achot Melik-Channazarian,,,,,B1995_april,,
1996,Permanent Representation,Western Asia,,,Armenia,Arménie,"64, Route de Troinex",,,Genève,Switzerland,Karen Nazarian,,representativeChange,Appointed May,,no,,
1997,Permanent Representation,Western Asia,,,Armenia,Arménie,"64, Route de Troinex",,,Genève,Switzerland,Karen Nazarian,,,,,no,,
1998,Permanent Representation,Western Asia,,,Armenia,Arménie,"28, Avenue du Mail",,,Genève,Switzerland,Karen Nazarian,,,,,no,,
1999,Permanent Representation,Western Asia,,,Armenia,Arménie,"28, Avenue du Mail",,,Genève,Switzerland,Karen Nazarian,,,,,no,,
2000,Permanent Representation,Western Asia,,,Armenia,Arménie,"28, Avenue du Mail",,,Genève,Switzerland,Karen Nazarian,,,,,B2000_april,,
1950,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"41, Quai Wilson",,,Genève,Switzerland,Bertram Charles Ballard,,,Permanent Mission. Established in March in 1950,,UN Archives,,
1951,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"41, Quai Wilson",,,Genève,Switzerland,Bertram Charles Ballard,,,"In May, Ballard replaced by Patrick Shaw",,UN Archives,,
1952,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"41, Quai Wilson",,,Genève,Switzerland,Patrick Shaw,,representativeChange,,,UN Archives,,
1953,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"41, Quai Wilson",,,Genève,Switzerland,Patrick Shaw,,,,,UN Archives,,
1954,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"41, Quai Wilson",,,Genève,Switzerland,Ralph Linsay Harry,,representativeChange,,,UN Archives,,
1955,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"41, Quai Wilson",,,Genève,Switzerland,Ralph Lindsay Harry,,,,,B1955,,
1956,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"41, Quai Wilson",,,Genève,Switzerland,Gordon Jockel,,representativeChange,,,B1956_jun,,
1957,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"41, Quai Wilson",,,Genève,Switzerland,Gordon Jockel,,,,,B1957_June_Dec,,
1958,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"41, Quai Wilson",,,Genève,Switzerland,Gordon Jockel,,,,,B1958_June_Dec,,
1959,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"41, Quai Wilson",,,Genève,Switzerland,Lawrence J. Arnott,,representativeChange,,,B1959_June_Dec,,
1960,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"41, Quai Wilson",,,Genève,Switzerland,Lawrence J. Arnott,,,,,B1960_June_Dec,,
1961,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"254, Route de Lausanne",,,Genève,Switzerland,Lawrence J. Arnott,,addressChange,"Moves to 254, Route de Lausanne between Jan and March, R.W. Furlonger Appointed in December.",,,,
1962,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"254, Route de Lausanne",,,Genève,Switzerland,Robert W. Furlonger,,representativeChange,,,B1962_Jun_Dec,,
1963,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"254, Route de Lausanne",,,Genève,Switzerland,Robert W. Furlonger,,,,,B1963_Jun_Dec,,
1964,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"254, Route de Lausanne",,,Genève,Switzerland,Brian C. Hill,,representativeChange,Appointed July,,B1964_Jun_Dec,,
1965,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"254, Route de Lausanne",,,Genève,Switzerland,Brian C. Hill,,,,,B1965_Jun_Dec,,
1966,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Brian C. Hill,,addressChange,probably Moved from 1 January,,B1966_Jun_Dec,,
1967,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Brian C. Hill,,,,,B1967_June_Dec,,
1968,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Brian C. Hill,,,,,B1968_June_Dec,,
1969,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Harold Maxwell Loveday,,representativeChange,Appointed May,,B1969_Oct_Jan1970_(Dec missing),,
1970,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Harold Maxwell Loveday,,,,,B1970_July_1971_Jan_1972_Apr,,
1971,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Harold Maxwell Loveday,,,,,B1970_July_1971_Jan_1972_Apr,,
1972,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Laurence Corkery,,representativeChange,Appointed February,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1973,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Laurence Corkery,,,,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1974,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Laurence Corkery,,,O.L.Davis Appointed in December,,B1972_April_1972_Oct_1973_July_1974_jan/july,,
1975,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Owen L. Davis,,representativeChange,,,B1975,,
1976,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Owen L. Davis,,,,,,,
1977,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Frederick Blakeney,,representativeChange,,,B1977_Aug_1978_jan_jul,,
1978,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Lloyd D. Thomson,,representativeChange,Appointed in July,,B1977_Aug_1978_jan_jul,,
1979,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Lloyd D. Thomson,,,,,B1979_jan_dec,,
1980,Permanent Representation,Australia and New Zealand,,,Australia,Australie,"56-58, Rue de Moillebeau",,,Genève,Switzerland,Lloyd D. Thomson,,,,,B1980_jan,,
